,FILER,ACTIVCD1,SUBSECCD,POPCODE,styear,REASON,CODE990,INCCD,ASCD,EIN,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,LEVEL3,LEVEL4,RandNum,nteeConf,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
13950,990.0,120,6,1,1990,0,1,6,5,133124063,0,982595,0,0,26873,0,0,0,1188781,1188781,2171376,2171376,0,0,0,672014,778278,672014,778278,0,0,0,0,0,0,0,0,0,0,0,N,AMER PAYROLL INST,NEW YORK,NY,10016-5337,10016.0,36061,A33,A,,5602.0,5600.0,,,O,O,AR,A,0.52405,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10016.0,,S41,A,12,120.0,205.0,209.0,30 E 33RD ST,3.0,0.0,1000.0,,1.0,13.0,0.0,10.0,0.0,1.0,8407.0,STITUTE INC,PC,O,AR,A,OUT,S,S41,S,813910.0
13971,990.0,229,6,1,1990,9,1,4,3,133131629,0,73389,0,0,1344,0,0,0,137184,137184,210573,201327,57183,52959,0,51464,63658,3527,6475,0,0,0,0,0,0,0,0,0,0,0,N,ADVERTISING PHOTOGRAPHER AMERICA,NEW YORK,NY,10011-3707,10011.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.98449,,A,IN,,Q,AR,AR,AR,Z99,C,,,199105,199105,1991,NY,10011.0,,A40,A,5,229.0,0.0,0.0,27 W 20TH ST RM 601,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8410.0,,PC,O,AR,A,OUT,S,A40,A,710000.0
13994,990.0,200,6,1,1990,0,1,4,4,133137480,0,147792,0,0,16406,0,0,0,245425,245425,393217,409060,208748,52000,0,316217,343507,91626,134759,0,0,0,0,0,0,0,0,0,0,0,N,KNITTED TEXTILE ASSOC,NEW YORK,NY,10016-8804,10016.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.9743,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10016.0,,A40,A,12,200.0,229.0,0.0,386 PARK AVE S,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8301.0,,PC,O,AR,A,OUT,S,A40,A,710000.0
14036,,279,9,0,1989,0,1,0,0,133160506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,SHER WOVEN COMPANY INC EMPLOYEES BENEFIT TRUST,NEW YORK,NY,10018-6203,10018.0,36061,A40,A,,5602.0,5600.0,,,O,O,AR,A,0.61157,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,10018.0,,A40,A,12,279.0,0.0,0.0,62 W 38TH ST,3.0,,1000.0,,,,0.0,,,,8308.0,,PC,O,AR,A,OUT,S,A40,A,710000.0
14109,990.0,205,6,1,1990,0,1,3,2,133190575,0,52119,0,0,1060,0,0,0,2409,2409,54528,67819,18511,0,0,32304,20027,502,1516,0,0,0,0,0,0,0,0,0,0,0,N,AMER SOC MEDIA PHOTOGRAPHERS,NEW YORK,NY,10003-4767,10003.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.9226,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10003.0,,A40,A,12,205.0,0.0,0.0,853 BROADWAY STE 803,9.0,0.0,2000.0,,2.0,13.0,0.0,10.0,9167.0,5.0,8803.0,NEW YORK ASMP,PC,O,AR,A,OUT,S,A40,A,710000.0
14151,990.0,000,3,1,1988,7,1,3,3,133206226,66872,0,0,0,3058,15430,0,0,3058,3058,69930,69226,38364,0,0,37704,38448,44,84,0,0,0,0,0,0,0,0,0,0,0,N,UKRAINIAN AMERICAN COORDINATING COUNCIL INC,NEW YORK,NY,10003-8385,10003.0,36061,A23,A,,5602.0,5600.0,,,PC,O,AR,A,0.79379,,A,IN,,Q,AR,AR,AR,Z99,C,,,198910,198910,1989,,,,A23,A,10,0.0,0.0,0.0,142 2ND AVE STE 304,3.0,0.0,2.0,,1.0,1.0,15.0,20.0,0.0,1.0,200103.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
14152,,200,6,0,1990,0,1,0,0,133206933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AMER FEDERATION VIOLIN & BOW MAKERS,STATEN ISLAND,NY,10301-1512,10301.0,36085,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.06826,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10301.0,,A68,A,12,200.0,205.0,229.0,288 RICHMOND TER,3.0,0.0,1000.0,% JACQUES FRANCAIS,2.0,13.0,0.0,10.0,0.0,1.0,8712.0,,PC,O,AR,A,OUT,S,A68,A,711130.0
14163,990.0,200,6,1,1990,0,1,6,4,133212090,1391849,0,0,0,17315,0,0,0,17315,17315,1409164,2725585,-1810286,142000,0,380824,169727,874689,1980013,0,0,0,0,0,0,0,0,0,0,0,N,TELEVISON MUSIC LICENSE COMM,NEW YORK,NY,10022-5403,10022.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.59917,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10022.0,,A0368,A,12,200.0,0.0,0.0,515 MADISON AVE STE 912,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8408.0,ITTEE,PC,O,AR,A,OUT,S,A0368,A,813920.0
14172,,263,5,0,1990,0,1,0,0,133214820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10011-6849,10011.0,36061,A40,A,,5602.0,5600.0,,,O,O,AR,A,0.8464299999999999,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10011.0,,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,,3000.0,,,,0.0,,,,7802.0,,PC,O,AR,A,OUT,S,A40,A,710000.0
14180,,030,5,0,1990,0,1,0,0,133216947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,ASSOC ADV CREATIVE MUSICIANS NYC CHAPTER,NEW YORK,NY,10108-0187,10108.0,36061,A60,A,,5602.0,5600.0,,,O,O,AR,A,0.3304,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10108.0,,A0168,A,12,30.0,0.0,0.0,PO BOX 187 TIMES SQ STA,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8507.0,ANS NYC CHAPTER INC,PC,O,AR,A,OUT,S,A0168,A,813319.0
14316,990.0,205,6,1,1989,0,1,3,3,133300462,0,85524,0,0,2889,84675,0,0,4389,4389,89913,84676,81783,0,0,84395,82806,47443,1023,9848,0,0,0,0,0,0,0,0,0,0,N,NEW YORK ARTISTS EQUITY ASSOCIATION INC,NEW YORK,NY,10013-2213,10013.0,36061,A03,A,10013.0,5602.0,5600.0,36061.0,,O,O,AR,A,0.29615,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,198912,198912,1989,NY,10013.0,NEW YORK,A0340,A,12,200.0,0.0,0.0,498 BROOME ST,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9201.0,,PC,O,AR,A,IN,,A0340,A,813920.0
14373,,328,4,0,1990,0,1,0,0,133347752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,STATUS LIBERTY SKATING INST AT GATEWAY,STATEN ISLAND,NY,10304-2921,10304.0,36085,A20,A,,5602.0,5600.0,,,O,O,AR,A,0.0205,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10304.0,,A03,A,12,328.0,0.0,0.0,53 ROCHELLE ST,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,8812.0,,PC,O,AR,A,OUT,S,A03,A,813920.0
14404,,089,5,0,1990,0,1,0,0,133357729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,COOPER OPERA WORKS,NEW YORK,NY,10034-3043,10034.0,36061,A6A,A,,5602.0,5600.0,,,O,O,AR,A,0.5,,A,IN,,Q,AR,AR,AR,Z99,C,,,199106,199106,1991,NY,10034.0,,A6A,A,6,89.0,90.0,0.0,60 COOPER STREET APT 3A,3.0,0.0,1000.0,,1.0,13.0,16.0,20.0,0.0,1.0,8611.0,,PC,O,AR,A,OUT,S,A6A,A,711130.0
14451,,063,5,0,1989,0,1,0,0,133385878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,ELEANOR ROOSEVELT MONUMENT FUND INC,NEW YORK,NY,10038-4003,10038.0,36061,A80,A,10038.0,5602.0,5600.0,36061.0,,O,O,AR,A,0.2821,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,198912,198912,1989,NY,10038.0,NEW YORK,A80,A,12,63.0,0.0,0.0,15 MAIDEN LN 1104,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9206.0,,PC,O,AR,A,IN,,A80,A,712120.0
14457,,402,5,0,1989,0,1,0,0,133389566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,THE HISTORIC DISTRICTS COUNCIL INC,NEW YORK,NY,10023-6257,10023.0,36061,A80,A,10023.0,5602.0,5600.0,36061.0,,O,O,AR,A,0.30549,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,198912,198912,1989,NY,10023.0,NEW YORK,A82,B,12,602.0,0.0,0.0,45 W 67TH ST,3.0,199003.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,8703.0,,PC,O,AR,A,IN,,A82,A,
14506,990.0,200,6,1,1990,0,1,5,5,133414554,0,691709,0,0,46372,0,20267,11972,82656,62389,774365,744754,737511,104909,0,740435,760312,12268,22801,737511,0,0,0,0,0,0,0,0,0,0,N,THOROUGHBRED RACING COMMUNICATIONS,NEW YORK,NY,10022-5911,10022.0,36061,A30,A,,5602.0,5600.0,,,O,O,AR,A,0.22838000000000003,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10022.0,,A30,A,12,200.0,0.0,0.0,40 E 52ND ST,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,OUT,S,A30,A,510000.0
14527,990.0,000,3,1,1990,0,1,3,1,133422660,0,0,0,0,900,0,0,0,98277,98277,98277,94037,5527,0,0,1287,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,N,E N A C T INC,NEW YORK,NY,10012-2621,10012.0,36061,A65,A,10012.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.42586999999999997,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,199012,1990,NY,10012.0,NEW YORK,A65,A,12,88.0,0.0,0.0,622 BROADWAY - 5A,3.0,0.0,1000.0,% DIANA FELDMAN,1.0,13.0,16.0,10.0,0.0,1.0,8709.0,,PC,O,AR,A,IN,,A65,A,711110.0
14529,,000,3,0,1988,0,1,0,0,133422981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,ROCKAWAY IRISH CULTURAL COMMITTEE INC,ROCKAWAY PARK,NY,11694-2515,11694.0,36081,A84,A,11694.0,5602.0,5600.0,36081.0,,PC,O,AR,A,0.34693,,A,IN,,Q,AR,AR,AR,Z99,C,,36081.0,198812,198812,1988,NY,11694.0,ROCKAWAY PARK,A23,A,12,602.0,64.0,90.0,108 03 ROCKAWAY BEACH DR,3.0,0.0,1200.0,,1.0,11.0,16.0,10.0,0.0,1.0,9405.0,,PC,O,AR,A,IN,,A23,A,710000.0
14603,990.0,000,0,1,1990,7,1,3,2,133449417,23025,11865,0,0,394,0,0,0,37956,37956,72846,45649,13084,0,0,6369,21787,6470,8703,0,0,0,0,0,0,0,0,0,0,0,N,ARCHITECTS DESIGNERS PLANNERS SOC RESPON,,NY,10010,10010.0,36061,A03,A,,5602.0,5600.0,,,U,O,AR,A,0.5052800000000001,,A,IN,,Q,AR,AR,AR,Z99,A,,,199012,199012,1990,NY,10010.0,,A03,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,OUT,S,A03,A,813920.0
14659,990.0,000,3,1,1989,10,1,3,3,133471757,650,0,0,0,0,0,0,0,80502,80502,81152,59293,32910,0,0,11050,32910,0,0,0,0,0,0,0,0,0,0,0,0,0,N,HIPS ROAD INC,NEW YORK,NY,10003-6494,10003.0,36061,A12,A,10003.0,5602.0,5600.0,36061.0,,PC,S,ZB,A,0.04782,,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,198912,198912,1989,NY,10003.0,NEW YORK,A60,A,12,995.0,90.0,119.0,61 E 8TH ST STE 126,3.0,199612.0,2000.0,S NOLE CPA,1.0,13.0,16.0,10.0,0.0,1.0,9303.0,,PC,S,ZB,A,IN,,A60,A,711100.0
14708,990.0,263,5,1,1990,0,1,4,6,133490112,0,0,0,0,92423,0,0,0,382146,382146,382146,375612,1183711,0,0,1177178,1183711,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AMALGAMATED CLOTHING & TEXTILE WORKERS UNION,NEW YORK,NY,10011-6849,10011.0,36061,A40,A,,5602.0,5600.0,,,O,O,AR,A,0.11292,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10011.0,,A40,A,12,263.0,261.0,279.0,31 W 15TH ST,9.0,0.0,3000.0,,2.0,13.0,0.0,10.0,3084.0,5.0,7802.0,NY JT BD COMBINED LOC TR,PC,O,AR,A,OUT,S,A40,A,710000.0
14870,,000,3,0,1990,0,1,0,0,133544590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,BASIC THEATRE INCORPORATED,NEW YORK,NY,10101-0434,10101.0,36061,A65,A,10101.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.98774,,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199012,199012,1990,NY,10101.0,NEW YORK,A65,B,12,88.0,0.0,0.0,RADIO CITY STA BOX 434,3.0,0.0,2000.0,% DELAINE,1.0,13.0,15.0,10.0,0.0,1.0,9004.0,,PC,O,AR,A,IN,,A65,A,711110.0
14883,990.0,000,3,1,1989,7,1,3,3,133547386,50458,0,0,0,0,0,0,0,0,0,50458,56583,-6125,0,0,0,44579,0,50704,0,0,0,0,0,0,0,0,0,0,0,N,TROLLOPE SOCIETY,NEW YORK,NY,10017-1920,10017.0,36061,A70,A,10017.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.85895,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,198912,198912,1989,NY,10017.0,NEW YORK,A70,A,12,92.0,0.0,0.0,17 E 47TH ST,3.0,0.0,2000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9404.0,,PC,O,AR,A,IN,,A70,A,710000.0
14899,990.0,040,4,1,1990,7,1,5,3,133550709,480835,0,0,0,0,0,0,0,68547,68547,549382,567658,-21433,0,0,0,38747,0,60180,0,0,0,0,0,0,0,0,0,0,0,N,ATLED,ARVERNE,NY,11692-1824,11692.0,36081,A70,A,,5602.0,5600.0,,,O,O,AR,A,0.47681,,A,IN,,Q,AR,AR,AR,Z99,B,,,199012,199012,1990,NY,11692.0,,P33,A,12,40.0,0.0,0.0,148 BEACH 59TH ST,3.0,0.0,1000.0,GAIL LAWRENCE,1.0,11.0,15.0,10.0,0.0,1.0,9106.0,LUCILLE ROSE DCC,PC,O,AR,A,OUT,S,P33,P,624410.0
14901,990.0,123,5,1,1990,9,1,3,2,133551716,980,0,0,0,1012,0,0,0,40269,40269,41249,36250,20360,23188,0,16142,20360,781,0,0,0,0,0,0,0,0,0,0,0,0,Y,ARTS CRAFTS AND THEATER SAFETY INC,NEW YORK,NY,10012-2586,10012.0,36061,A65,A,10012.0,5602.0,5600.0,36061.0,,O,O,AR,A,0.75022,,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199012,199012,1990,NY,10012.0,NEW YORK,A65,A,12,123.0,0.0,0.0,181 THOMPSON ST APT 23,3.0,0.0,1000.0,% ROSSOL,1.0,13.0,16.0,10.0,0.0,1.0,9310.0,,PC,O,AR,A,IN,,A65,A,711110.0
14912,990.0,000,3,1,1990,7,1,4,1,133553683,400000,0,0,0,554,0,0,0,554,554,400554,400022,532,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,N,OPERA DE PARIS FOUNDATION INC,NEW YORK,NY,10022-4611,10022.0,36061,A99,A,10022.0,5602.0,5600.0,36061.0,,PF,O,AR,A,0.24566999999999997,,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,199012,1990,NY,10022.0,NEW YORK,A6A,A,12,90.0,0.0,0.0,153 E 53RD ST,3.0,0.0,1000.0,% WILLKIE FARR & GALLAGHER,1.0,13.0,4.0,1.0,0.0,1.0,9004.0,,PC,O,AR,A,IN,,A6A,A,711130.0
14921,,000,3,0,1990,0,1,0,0,133557369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,MARY CASSATT FOUNDATION INC,NEW YORK,NY,10022-1108,10022.0,36061,A70,A,10022.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.64395,,A,IN,,Q,AR,AR,AR,Z99,B,,36061.0,199012,199012,1990,NY,10022.0,NEW YORK,A70,B,12,92.0,0.0,0.0,502 PARK AVE,3.0,0.0,1000.0,,1.0,13.0,15.0,1.0,0.0,1.0,9007.0,,PC,O,AR,A,IN,,A70,A,710000.0
14932,,000,3,0,1990,0,1,0,0,133560519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,SHANTI CULTURAL DYNAMICS INC,RIVERDALE,NY,10471-1317,10471.0,36005,A99,A,10471.0,5602.0,5600.0,36005.0,,PC,O,AR,A,0.44536000000000003,,A,IN,,Q,AR,AR,AR,Z99,C,,36005.0,199012,199012,1990,NY,10471.0,RIVERDALE,A23,B,12,560.0,0.0,0.0,5900 ARLINGTON AVE 16-S,3.0,0.0,1000.0,% RAO-SHANTHA,1.0,13.0,15.0,1.0,0.0,1.0,9004.0,,PC,O,AR,A,IN,,A23,A,710000.0
14940,,000,3,0,1990,0,1,0,0,133564146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,INSTITUTE FOR AFRICAN AMERICAN FOLK CULTURE INC,BRONX,NY,10452-5748,10452.0,36005,A99,A,10452.0,5602.0,5600.0,36005.0,,PC,O,AR,A,0.60748,,A,IN,,Q,AR,AR,AR,Z99,B,,36005.0,199012,199012,1990,NY,10452.0,BRONX,A23,B,12,119.0,124.0,0.0,941 JEROME AVE 11D,3.0,0.0,2000.0,% MARY KAY PENN,1.0,13.0,15.0,10.0,0.0,1.0,9303.0,,PC,O,AR,A,IN,,A23,A,710000.0
14944,990.0,200,6,1,1990,0,1,3,1,133565617,23000,6500,0,0,0,0,0,0,8150,8150,37650,27978,9672,0,0,0,9672,0,0,0,0,0,0,0,0,0,0,0,0,0,N,ITALIAN WINE CNCL,NEW YORK CITY,NY,10020-1300,10020.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.32568,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10020.0,,A23,A,12,200.0,0.0,0.0,1271 AVE OF THE AMERICAS STE 4341,3.0,0.0,3000.0,,2.0,13.0,0.0,20.0,0.0,1.0,9106.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
14948,,119,6,0,1990,0,1,0,0,133568008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,PRIVATE ART DEALERS ASSOC,NEW YORK,NY,10022-1304,10022.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.50243,,A,IN,,Q,AR,AR,AR,Z99,B,,,199012,199012,1990,NY,10022.0,,A03,A,12,119.0,229.0,0.0,145 E 57TH ST,3.0,0.0,1000.0,% KANTROWITZ & GOLDHAMER PC,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,,PC,O,AR,A,OUT,S,A03,A,813920.0
14975,990.0,000,3,1,1990,7,1,3,1,133576336,23782,0,0,0,0,0,0,0,48199,48199,71981,83533,-10554,0,0,0,2445,0,13000,0,0,0,0,0,0,0,0,0,0,0,N,CONTEMPORARY DANCE ARTS INC,NEW YORK,NY,10036-6311,10036.0,36061,A62,A,10036.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.15148,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,199012,1990,NY,10036.0,NEW YORK,A62,A,12,90.0,0.0,0.0,400 W 43 ST 19B,3.0,0.0,1000.0,BARBARA BARKER DANCE CENTER,1.0,1.0,15.0,10.0,0.0,1.0,9009.0,,PC,O,AR,A,IN,,A62,A,711120.0
15000,,000,3,0,1990,0,1,0,0,133585152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,WHITE BIRD PRODUCTIONS INC,NEW YORK,NY,10023-1483,10023.0,36061,A65,A,10023.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.37384,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,199012,1990,NY,10023.0,NEW YORK,A65,A,12,88.0,0.0,0.0,PO BOX 20233 COLUMBUS CIR STA,3.0,0.0,1000.0,,1.0,13.0,15.0,20.0,0.0,1.0,9207.0,,PC,O,AR,A,IN,,A65,A,711110.0
15052,,000,3,0,1990,0,1,0,0,133613396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,INTERNATIONAL COUNCIL FOR MUSIC INCORPORATED,STATEN ISLAND,NY,10314-1969,10314.0,36085,A68,A,10314.0,5602.0,5600.0,36085.0,,PC,O,AR,A,0.31087,,A,IN,,Q,AR,AR,AR,Z99,C,,36085.0,199012,199012,1990,NY,10314.0,STATEN ISLAND,A68,A,12,119.0,90.0,994.0,311 WILLOWBROOK RD,3.0,0.0,1000.0,,1.0,13.0,15.0,10.0,0.0,1.0,9202.0,,PC,O,AR,A,IN,,A68,A,711130.0
15301,990.0,092,6,1,1990,0,1,4,4,135546742,17500,127641,0,0,6770,0,0,0,122238,122238,267379,136763,146422,0,0,102724,146926,586,504,0,0,0,0,0,0,0,0,0,0,0,N,MYSTERY WRITERS AMERICA,NEW YORK,NY,10017-1920,10017.0,36061,A70,A,,5602.0,5600.0,,,O,O,AR,A,0.88494,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10017.0,,A0370,A,12,92.0,120.0,123.0,17 E 47TH ST 6TH FLR,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,0.0,,PC,O,AR,A,OUT,S,A0370,A,813920.0
15391,990.0,920,6,1,1990,0,1,6,4,135582856,0,646696,0,0,25810,0,0,0,797122,797122,1443818,1540365,210285,0,0,535497,427430,228665,217145,0,0,0,0,0,0,0,0,0,0,0,Y,AGA ASSOC GRAPHIC ARTS,NEW YORK,NY,10001-0000,10001.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.727,,A,IN,,Q,AR,AR,AR,Z99,C,,,199106,199106,1991,NY,10001.0,,A0330,A,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3903.0,,PC,O,AR,A,OUT,S,A0330,A,813920.0
15451,990.0,065,6,1,1989,0,1,3,3,135614237,595,18007,0,0,3130,0,0,0,18570,18570,37172,26302,26632,0,0,29432,26632,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AMER ARTIST PROFESSIONAL LEAGUE,NEW YORK,NY,10003-4322,10003.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.58673,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,10003.0,,N80,A,12,65.0,207.0,119.0,47 FIFTH AVE,1.0,0.0,2000.0,% SALMAGUNDI CLUB,2.0,13.0,0.0,20.0,0.0,1.0,5503.0,,PC,O,AR,A,OUT,S,N80,N,711211.0
