,FILER,ACTIVCD1,SUBSECCD,POPCODE,styear,REASON,CODE990,INCCD,ASCD,EIN,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P6UNRELB,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,LEVEL3,LEVEL4,RandNum,nteeConf,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
15482,990.0,900,8,1,1990,7,1,4,2,135626389,22938,0,0,0,884,0,0,0,148895,148895,171833,173258,20427,5000,0,21877,21198,25,771,0,0,0,0,0,0,0,0,0,0,0,N,FOLKSBIENE WORKMENS CIRCLE,NEW YORK,NY,10022-3502,10022.0,36061,A23,A,,5602.0,5600.0,,,O,O,AR,A,0.75331,,A,IN,,Q,AR,AR,AR,Z99,A,,,199105,199105,1991,NY,10022.0,,A23,A,5,900.0,30.0,211.0,123 E 55TH ST,9.0,0.0,1000.0,,1.0,13.0,0.0,10.0,804.0,5.0,4504.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
15499,990.0,265,9,1,1989,0,1,6,6,135636174,0,0,1198481,1194207,271615,0,0,0,2613165,1418958,2613165,1541589,3625672,0,0,3859192,3687820,110889,62148,0,0,0,0,0,0,0,0,0,0,0,N,GREATER NEW YORK JOINT BOARD TEXTILE WORKERS WELFARE FND,NEW YORK,NY,10003-9511,10003.0,36061,A40,A,,5602.0,5600.0,,,O,O,AR,A,0.4789,,A,IN,,Q,AR,AR,AR,Z99,C,,,199009,199009,1990,NY,10003.0,,A40,A,9,265.0,0.0,0.0,99 UNIVERSITY PLACE,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,2.0,5611.0,FARE FUND,PC,O,AR,A,OUT,S,A40,A,710000.0
15524,990.0,120,6,1,1990,0,1,3,3,135651681,0,93942,0,0,1950,0,0,0,1950,1950,95892,75853,68340,0,0,48301,68340,0,0,0,0,0,0,0,0,0,0,0,0,0,N,COMICS MAGAZINE ASSOC AMERICA,NEW YORK,NY,10017-6672,10017.0,36061,A33,A,,5602.0,5600.0,,,O,O,AR,A,0.37701999999999997,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10017.0,,A01,C,12,120.0,328.0,279.0,355 LEXINGTON AVE 17TH FLOOR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,5909.0,,PC,O,AR,A,OUT,S,A01,A,813319.0
15548,990.0,200,6,1,1990,0,1,6,6,135658426,0,410122,0,0,64178,0,0,0,1024803,1024803,1434925,1377369,606553,85000,0,943381,1131854,394384,525301,606553,0,0,0,0,0,0,0,0,0,0,Y,AMER HOME SEWING & CRAFT ASSOC,NEW YORK,NY,10018-7001,10018.0,36061,A20,A,,5602.0,5600.0,,,O,O,AR,A,0.7127399999999999,,A,IN,,Q,AR,AR,AR,Z99,A,,,199012,199012,1990,NY,10018.0,,A20,A,12,200.0,0.0,0.0,1375 BROADWAY,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7811.0,,PC,O,AR,A,OUT,S,A20,A,710000.0
15720,,059,6,0,1990,0,1,0,0,136096368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AMER WOMEN IN RADIO & TELEVISION NEW YORK CITY CHAPT,NEW YORK,NY,10016-8776,10016.0,36061,A32,A,,5602.0,5600.0,,,O,O,AR,A,0.04728,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10016.0,,A32,A,12,59.0,120.0,0.0,245 FIFTH AVE 2103,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,5.0,6309.0,CITY CHAPT,PC,O,AR,A,OUT,S,A32,A,513120.0
15789,990.0,920,6,1,1990,0,1,3,3,136117091,0,21250,0,0,6168,0,0,0,6168,6168,27418,34738,77113,0,0,84433,77113,0,0,0,0,0,0,0,0,0,0,0,0,0,N,TEXTILE CONVERTERS ASSOC,NEW YORK,NY,10022-6102,10022.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.36511,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10022.0,,A40,A,12,920.0,0.0,0.0,575 LEX AVE,3.0,0.0,2000.0,% SOLOMON ROSENBAUM,2.0,13.0,0.0,20.0,0.0,1.0,6008.0,,PC,O,AR,A,OUT,S,A40,A,710000.0
15835,990.0,200,6,1,1990,0,1,4,4,136122376,440,7700,0,0,18501,0,0,0,259794,259794,267934,47078,334276,0,0,328923,347071,16093,12795,0,0,0,0,0,0,0,0,0,0,0,N,NEW YORK FINANCIAL WRITERS ASSOC,SYOSSET,NY,10001-0003,10001.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.67145,,A,IN,,Q,AR,AR,AR,Z99,C,,,199101,199101,1991,NY,10001.0,,A70,A,1,200.0,205.0,0.0,PO BOX 21,1.0,0.0,2000.0,,2.0,11.0,0.0,10.0,0.0,1.0,7901.0,,PC,O,AR,A,OUT,S,A70,A,710000.0
15933,,125,4,0,1989,0,1,0,0,136139744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,BOLIVARIAN SOC UNITED STATES,NEW YORK,NY,10022-5903,10022.0,36061,A70,A,,5602.0,5600.0,,,O,O,AR,A,0.66367,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,10022.0,,S03,C,12,125.0,93.0,0.0,680 PARK AVE,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7609.0,,PC,O,AR,A,OUT,S,S03,S,813920.0
15949,990.0,264,9,1,1990,0,1,5,4,136142804,0,0,0,0,34967,0,0,0,892531,892531,892531,1080564,363478,0,0,553141,374998,3436,11520,363478,0,0,0,0,0,0,0,0,0,0,N,PUBLISHERS PAPER HANDLERS WELFARE FND,NEW YORK,NY,10003-1503,10003.0,36061,A33,A,,5602.0,5600.0,,,O,O,AR,A,0.44728999999999997,,A,IN,,Q,AR,AR,AR,Z99,C,,,199103,199103,1991,NY,10003.0,,A33,A,3,264.0,0.0,0.0,200 PARK AVE S,3.0,0.0,1000.0,,2.0,13.0,0.0,20.0,0.0,2.0,5503.0,,PC,O,AR,A,OUT,S,A33,A,511100.0
15969,990.0,119,6,1,1989,0,1,5,5,136149730,0,111500,0,0,29175,0,0,0,438385,438385,549885,379505,738838,0,0,568458,738838,0,0,738838,0,0,0,0,0,0,0,0,0,0,N,ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-2511,10022.0,36061,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.6533100000000001,,A,IN,,Q,AR,AR,AR,Z99,B,,,199010,199010,1990,NY,10022.0,,A03,A,10,119.0,0.0,0.0,575 MADISON AVE 16TH FL,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6307.0,,PC,O,AR,A,OUT,S,A03,A,813920.0
16030,,061,4,0,1990,0,1,0,0,136162016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AUSTRIAN AMER FEDERATION,NEW YORK,NY,10021-4906,10021.0,36061,A23,A,,5602.0,5600.0,,,O,O,AR,A,0.43451000000000006,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10021.0,,A23,A,12,61.0,279.0,319.0,6 E 69TH ST,3.0,0.0,1000.0,% AUSTRIAN GASOLATE GENERAL,2.0,13.0,0.0,20.0,0.0,1.0,5908.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
16344,990.0,264,9,1,1989,0,1,8,7,136227399,0,201279,19915976,19903282,392764,0,0,0,20308740,405458,20510019,647318,4863924,0,0,4956850,5202916,171815,338992,4863924,0,0,0,0,0,0,0,0,0,0,N,PRINTERS LEAGUE LOCAL 43 WELFARE FND,NEW YORK,NY,10003-0000,10003.0,36061,A33,A,,5602.0,5600.0,,,O,O,AR,A,0.50716,,A,IN,,Q,AR,AR,AR,Z99,C,,,199003,199003,1990,NY,10003.0,,A33,A,3,264.0,279.0,0.0,27 UNION SQ,3.0,0.0,1000.0,% BASIL CASTROVINCI ASSOCIATES,2.0,13.0,0.0,10.0,0.0,2.0,6811.0,,PC,O,AR,A,OUT,S,A33,A,511100.0
16475,990.0,267,17,1,1990,0,1,4,6,136686323,0,0,0,0,112746,0,0,0,203145,179547,203145,453209,1696774,0,0,2086910,1722208,8450,25434,1696774,0,0,0,0,0,0,0,0,0,0,N,PRINTERS LEAGUE-LOCAL 23 RELOCATION DISPLACEMENT &,NEW YORK,NY,10011-6501,10011,36061.0,A33,A,,5602.0,5600.0,,,O,O,AR,A,0.99198,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10011,,A33,A,12,267.0,279.0,0.0,212 W 15TH ST,3.0,,1000.0,,,,0.0,,,,7509.0,SUPPL UNEMP BEN FD,PC,O,AR,A,OUT,S,A33,A,511100.0
24470,,205,6,0,1989,0,1,0,0,222608583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AMER PODIATRIC MED WRITERS ASSOC,FOREST HILLS,NY,11375-0129,11375,36081.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.71177,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,11375,,E1121,A,12,205.0,120.0,0.0,PO BOX 750129,1.0,0.0,2000.0,,2.0,11.0,0.0,20.0,0.0,5.0,8605.0,,PC,O,AR,A,OUT,S,A70,A,710000.0
25316,,119,4,0,1990,0,1,0,0,222805952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,JAPANESE HERITAGE FND,FORESTBURG,NY,10016-3317,10016.0,36061.0,A23,A,,5602.0,5600.0,,,O,O,AR,A,0.45037,,A,IN,,Q,AR,AR,AR,Z99,B,,,199012,199012,1990,NY,10016.0,,A23,A,12,119.0,0.0,0.0,RT 42,3.0,0.0,3000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9001.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
25855,,000,3,0,1990,0,1,0,0,222924432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,NYC EXPERIMENTAL VIDEO & FILM,NEW YORK,NY,10013-2607,10013.0,36061.0,A31,A,10013.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.84908,,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199012,199012,1990,NY,10013.0,NEW YORK,A31,A,12,89.0,0.0,0.0,465 W BWAY,9.0,0.0,1000.0,,1.0,13.0,15.0,20.0,9249.0,5.0,8904.0,SOHO BAROQUE OPERA CO INC,PC,O,AR,A,IN,,A6A,A,711130.0
26828,,120,4,0,1990,0,1,0,0,223055332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,UKRAINIAN NAT WOMENS LEAGUE AMERICA,NEW YORK,NY,10003-8410,10003.0,36061.0,A33,A,,5602.0,5600.0,,,O,O,AR,A,0.26881,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10003.0,,S81,C,12,120.0,0.0,0.0,108 SECOND AVE,9.0,0.0,3000.0,% LIDIA BILOUS,2.0,6.0,0.0,20.0,1874.0,5.0,6706.0,BRANCH 113,PC,O,AR,A,OUT,S,S81,S,813410.0
27802,990.0,119,6,1,1989,0,1,3,3,226067322,0,12185,0,0,689,0,0,0,34251,34251,46436,30160,55507,300,0,39831,57978,600,2471,0,0,0,0,0,0,0,0,0,0,0,N,DANCE MASTERS AMERICA NEW YORK CITY CHAPTER,BAYSIDE,NY,11361-0533,11361.0,36081.0,A62,A,,5602.0,5600.0,,,O,O,AR,A,0.22694,,A,IN,,Q,AR,AR,AR,Z99,A,,,199008,199008,1990,NY,11361.0,,A62,A,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,2000.0,% ROBERT MANN,2.0,11.0,0.0,10.0,0.0,1.0,6406.0,,PC,O,AR,A,OUT,S,A62,A,711120.0
34808,990.0,205,6,1,1990,0,1,3,1,237029109,0,18900,0,0,82,0,0,0,21150,21150,40050,46165,5704,0,0,12748,7926,929,2222,0,0,0,0,0,0,0,0,0,0,0,N,SOC PHOTOGRAPHERS & ARTISTS REPRESENTATIVES,NEW YORK,NY,10165-0005,10165.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.52263,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10165.0,,A0340,A,12,205.0,0.0,0.0,60 E 42ND STREET SUITE 1166,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6906.0,ES INC,PC,O,AR,A,OUT,S,A0340,A,813920.0
37684,,200,6,0,1990,0,1,0,0,237096387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,LAWYERS ASSOC TEXTILE INDUSTRY,NEW YORK,NY,10018-7606,10018.0,36061.0,A40,A,,5602.0,5600.0,,,O,O,AR,A,0.78397,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10018.0,,I03,A,12,200.0,0.0,0.0,462 SEVENTH AVE 23RD FLR,3.0,0.0,2000.0,% ERNST & WHINNEY,2.0,13.0,0.0,20.0,0.0,1.0,7201.0,,PC,O,AR,A,OUT,S,I03,I,813920.0
37949,,200,6,0,1988,0,1,0,0,237101741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,NEW YORK BUSINESS PRESS EDITORS INC,NEW YORK,NY,10017-0000,10017.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.36563,,A,IN,,Q,AR,AR,AR,Z99,C,,,198906,198906,1989,NY,10017.0,,A33,A,6,200.0,59.0,0.0,P O BOX 5771 GRAND CENTRAL STATION,3.0,0.0,2000.0,,2.0,13.0,0.0,20.0,0.0,1.0,7109.0,,PC,O,AR,A,OUT,S,A33,A,511100.0
42610,990.0,920,6,1,1990,0,1,4,4,237164969,750,206800,0,0,11036,0,7464,207,78657,71193,286207,224429,121279,0,0,110938,165380,43973,44101,121279,0,0,0,0,0,0,0,0,0,0,N,ASSOC ART MUS DIRECTORS,NEW YORK,NY,10017-6705,10017.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.14973,,A,IN,,Q,AR,AR,AR,Z99,C,,,199106,199106,1991,NY,10017.0,,A50,A,6,920.0,59.0,119.0,1290 AVE OF THE AMERICAS,3.0,0.0,2000.0,% CORNICK GARBER & SANDLER,2.0,13.0,0.0,10.0,0.0,1.0,7203.0,INC,PC,O,AR,A,OUT,S,A0351,A,813920.0
43404,990.0,920,6,1,1990,0,1,5,5,237179226,0,520250,0,0,21490,61349,0,0,21490,21490,541740,134638,599601,0,46571,192499,599601,0,0,0,0,0,0,0,0,0,0,0,0,0,N,RADIO MUSIC LICENSE,NEW YORK,NY,10153-0001,10153.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.46973000000000004,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10153.0,,A34,A,12,920.0,0.0,0.0,767 FIFTH AVE,3.0,0.0,2000.0,% WEIL GOTSHAL & MANGES,2.0,13.0,0.0,10.0,0.0,5.0,7209.0,,PC,O,AR,A,OUT,S,A34,A,513110.0
48126,,119,5,0,1989,0,1,0,0,237323039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,KATHRYN POSIN DANCE FND,NEW YORK,NY,10012-2406,10012.0,36061.0,A63,A,,5602.0,5600.0,,,O,O,AR,A,0.85501,,A,IN,,Q,AR,AR,AR,Z99,A,,,199006,199006,1990,NY,10012.0,,A63,A,6,119.0,59.0,0.0,20 BOND ST,3.0,0.0,1000.0,% TREAS,1.0,13.0,16.0,10.0,0.0,1.0,7310.0,,PC,O,AR,A,OUT,S,A63,A,711120.0
48340,990.0,059,8,1,1989,0,1,4,3,237328225,0,574,0,0,4447,0,0,0,135993,135993,136567,112338,43617,0,0,69184,43617,0,0,0,0,0,0,0,0,0,0,0,0,0,N,BNAI BRITH 5258 MUSIC & PERFORMING ARTS LODGE,NEW YORK,NY,10023-5882,10023.0,36061.0,A99,A,,5602.0,5600.0,,,O,O,AR,A,0.3925,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,10023.0,,A60,A,12,59.0,29.0,349.0,1995 BROADWAY 603,9.0,0.0,1000.0,% MURRAY FROIKIN,1.0,13.0,0.0,10.0,947.0,5.0,4606.0,,PC,O,AR,A,OUT,S,A60,A,711100.0
51412,990.0,200,6,1,1990,0,1,5,5,237411166,0,448570,0,0,68720,0,0,0,68720,68720,517290,586119,29210,0,0,803764,697005,705725,667795,29210,0,0,0,0,0,0,0,0,0,0,N,LIBERIAN SHIPOWNERS COUNCIL LTD,NEW YORK,NY,10170-2656,10170.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.10245,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10170.0,,A23,A,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,2.0,,2.0,1.0,0.0,10.0,0.0,1.0,197612.0,,PC,O,AR,A,OUT,S,A23,A,710000.0
52664,,000,3,0,1990,0,1,0,0,237449111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,INTERNATIONAL ONE WORLD CRUSADE INC,NEW YORK,NY,10116-7594,10116.0,36061.0,A34,A,10116.0,5602.0,5600.0,36061.0,,PC,O,AR,A,0.68593,,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199012,199012,1990,NY,10116.0,NEW YORK,A34,A,12,4.0,8.0,29.0,G P O BOX 7594,3.0,0.0,7000.0,,1.0,23.0,15.0,10.0,0.0,1.0,9407.0,,PC,O,AR,A,IN,,A34,A,513110.0
67985,,200,6,0,1989,0,1,0,0,330274349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,THEATRICAL DEALERS ASSOC,NEW YORK,NY,10025-0000,10025.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.99992,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,10025.0,,A65,B,12,200.0,0.0,0.0,755 W END AVE 9B,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,8809.0,,PC,O,AR,A,OUT,S,A65,A,711110.0
78518,990.0,065,6,1,1990,0,1,3,2,356048417,4900,29250,0,0,735,0,0,0,735,735,34885,33778,16501,0,0,15935,17101,541,600,0,0,0,0,0,0,0,0,0,0,0,N,NAT ASSOC BAND INSTRUMENT MANUFACTURERS INCORPORA,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.08504,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10010.0,,A6C,A,12,65.0,207.0,200.0,38 W 21ST ST 5TH FLR,1.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,3505.0,ERS INCORPORA,PC,O,AR,A,OUT,S,A6C,A,711130.0
85614,990.0,200,6,1,1990,0,1,3,3,366126873,0,60152,0,0,1287,0,0,0,30570,30570,90722,77310,41608,0,0,29096,52858,900,11250,0,0,0,0,0,0,0,0,0,0,0,N,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.36732,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10010.0,,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,OUT,S,A68,A,711130.0
87369,990.0,059,6,1,1989,0,1,4,4,370789523,0,87751,4590,4508,10723,0,0,0,100056,95548,187807,130768,198687,10417,0,163168,199532,387,845,0,0,0,0,0,0,0,0,0,0,0,Y,ASSOC BUSINESS COMMUNICATION,NEW YORK,NY,10010-5518,10010.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.76435,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,10010.0,,A30,A,12,59.0,0.0,0.0,17 LEXINGTON AVE PO BOX 343,3.0,0.0,2000.0,% ROBERT J MYERS DEPT SPEECH RM1403,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,BARUCH COLLEGE CUNY,PC,O,AR,A,OUT,S,A30,A,510000.0
121538,990.0,064,4,1,1990,0,1,3,1,510163940,29425,0,0,0,0,0,0,0,0,0,29425,30230,328,0,0,1133,328,0,0,0,0,0,0,0,0,0,0,0,0,0,N,AFRICAN AMER DAY PARADE,,NY,10030-0501,10030.0,36061.0,A23,A,,5602.0,5600.0,,,O,O,AR,A,0.05501,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10030.0,,A23,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,OUT,S,A23,A,710000.0
122063,990.0,200,6,1,1990,0,1,3,3,510180605,0,67441,0,0,2702,0,0,0,2702,2702,70143,91924,26821,0,0,49902,28121,1300,1300,26821,0,0,0,0,0,0,0,0,0,0,N,NAT ANTIQUE & ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-3105,10022.0,36061.0,A01,A,,5602.0,5600.0,,,O,O,AR,A,0.5473899999999999,,A,IN,,Q,AR,AR,AR,Z99,C,,,199104,199104,1991,NY,10022.0,,A0326,A,4,200.0,0.0,0.0,15 E 57TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,ERICA INC,PC,O,AR,A,OUT,S,A0326,A,813920.0
122480,990.0,205,6,1,1990,0,1,3,2,510192888,15854,30068,0,0,485,0,0,0,485,485,46407,46475,14227,0,0,14295,14227,0,0,0,0,0,0,0,0,0,0,0,0,0,N,NEW YORK OBSTETRICAL SOC,BRONX,NY,10461-1924,10461.0,36005.0,A69,A,,5602.0,5600.0,,,O,O,AR,A,0.67953,,A,IN,,Q,AR,AR,AR,Z99,A,,,199104,199104,1991,NY,10461.0,,A69,A,4,205.0,199.0,0.0,1300 MORRIS PARK AVE BELFER 502,3.0,0.0,2000.0,% ROBERT C POST MD,2.0,13.0,0.0,10.0,0.0,1.0,8407.0,,PC,O,AR,A,OUT,S,A69,A,711130.0
128514,990.0,205,6,1,1990,0,1,4,4,521513915,0,65125,0,0,8376,0,0,0,36880,36880,102005,121857,91070,0,0,138376,157457,27454,66387,0,0,0,0,0,0,0,0,0,0,0,N,PRINTING INDUSTRY CREDIT EXECUTIVES,WASHINGTON,NY,10038-4302,10038.0,36061,A03,A,,5602.0,5600.0,,,O,O,AR,A,0.30403,,A,IN,,Q,AR,AR,AR,Z99,A,,,199012,199012,1990,NY,10038.0,,A0333,A,12,205.0,0.0,0.0,1518 K ST NW STE 503,3.0,0.0,2000.0,,2.0,52.0,0.0,10.0,0.0,1.0,8707.0,,PC,O,AR,A,OUT,S,A0333,A,813920.0
202905,,200,6,0,1990,0,1,0,0,942661960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,BROADCAST DESIGNERS ASSOC,NEW YORK,NY,10036-4008,10036.0,36061,A30,A,,5602.0,5600.0,,,O,O,AR,A,0.85867,,A,IN,,Q,AR,AR,AR,Z99,C,,,199012,199012,1990,NY,10036.0,,A30,A,12,200.0,0.0,0.0,470 PARK AVE SO 9TH FL,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8202.0,,PC,O,AR,A,OUT,S,A30,A,510000.0
209804,990.0,919,6,1,1989,0,1,4,4,952786905,0,37845,0,0,5358,0,0,0,132805,132805,170650,70363,123612,0,0,82132,123612,0,0,123612,0,0,0,0,0,0,0,0,0,0,N,THEATRE EQUIPMENT ASSOC,NEW YORK,NY,10019-7411,10019.0,36061,A30,A,,5602.0,5600.0,,,O,O,AR,A,0.6472100000000001,,A,IN,,Q,AR,AR,AR,Z99,C,,,198912,198912,1989,NY,10019.0,,A65,B,12,919.0,205.0,0.0,244 W 49TH ST 200,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7306.0,,PC,O,AR,A,OUT,S,A65,A,711110.0
