,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
6195,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,133396112,1995,1995,2,1,119,5200,209,0,0,0,0,0,0,6976,5409,7408,-1999,7408,209,2,0,15424,0,0,0,0,0,15424,0,808,INST ICE AGE STUDIES,NEW YORK,NY,10003-6759,Z,Z99,0.994073,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,198704.0,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,149.0,0.0,25 WAVERLY PLACE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
6198,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133398045,1995,1995,6,6,602,422338,1355,199640,19304,0,0,0,0,488051,642637,535417,107220,10796,606067,12121,0,2750737,0,2715931,0,2715931,0,2863644,0,127777,ABBY & MITCH LEIGH FND,NEW YORK,NY,10021-4951,Z,Z99,0.688171,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198705.0,199512,199512,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,880 FIFTH AVENUE,3.0,0.0,1000.0,% MITCH & MRS LEIGH,1.0,13.0,1.0,0.0,1.0,LEIGH ABBY AND MITCH TRUSTEES,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6222,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133404008,1994,1994,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS THYSSEN BORNEMISZA ART COLLECTIONS,NEW YORK,NY,10005-1401,Z,Z99,0.977036,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,,199412,199412,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1140,A,,
6245,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,133410749,1995,1994,9,7,119,733310,7306,336467,3931126,0,0,484953,426583,782270,5493162,8395561,-2902399,8118584,277554,2776,0,109667091,0,0,0,0,415000,94548013,0,3433481,ANDY WARHOL FND VISUAL ARTS,NEW YORK,NY,10012-0000,Z,Z99,0.266846,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,198801.0,199504,199504,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,4,91.0,0.0,65 BLEEKER ST 7TH FLR,3.0,0.0,1000.0,% GOTTFRIED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6352,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133442712,1994,1994,3,3,122,93800,0,0,0,0,0,158,0,0,93958,248742,-154784,0,0,0,0,46234,0,0,0,0,1316,46234,0,0,OUTSIDE IN JULY,NEW YORK,NY,10019-3700,A,A31,0.44584300000000004,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198810.0,199412,199412,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,59 BARROW ST,3.0,0.0,1000.0,% J L ROSENHOUSE CPA INC,1.0,13.0,1.0,0.0,1.0,GARRISON,A,AR,AR,AR,3.0,,,,,,,A31,A,,
6354,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,133442953,1995,1995,2,2,121,22320,289,0,0,0,0,0,0,0,22609,39685,-17076,0,289,6,289,17035,0,0,0,0,0,17035,79,85,VIDEO INFORMATION NETWORK,NEW YORK,NY,10024-3105,A,A31,0.221967,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,198802.0,199512,199512,NY,10024.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,145 W 86TH ST APT 3A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A31,A,,
6370,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133447662,1995,1995,1,1,90,7251,0,0,0,0,0,0,0,0,7251,7320,-69,7320,0,0,0,3061,0,0,0,0,0,3061,0,153,CNCL LIVING MUSIC,NEW YORK,NY,10036-1308,Z,Z99,0.915643,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198808.0,199512,199512,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,0.0,322 W 48TH ST,3.0,0.0,1000.0,% LOCAL 802 AF OF MUSICIANS LOCAL,1.0,13.0,1.0,0.0,1.0,802,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6402,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133458208,1995,1994,8,8,0,2248575,0,912292,0,-490381,0,14502,0,750000,2684988,877809,1807179,750000,853906,8539,798985,19054664,0,16860027,0,16860027,778431,20321610,0,845740,DAHESH MUS,NEW YORK,NY,10017-1024,Z,Z99,0.427176,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,3.0,,198807.0,199505,199505,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,601 5TH AVENUE 2ND FLOOR,3.0,0.0,5000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
6417,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133465520,1994,1994,0,0,602,0,0,0,0,0,0,0,0,5094,0,5313,-5313,5313,0,0,0,0,0,0,0,0,0,0,0,245,SOUTHERN AFRICAN ADVANCED EDUC & TRAINI,NEW YORK,NY,10112-0002,Z,Z99,0.842151,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,4.0,,,199412,199412,NY,10112.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,
6427,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133469715,1995,1995,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HARPSICHORD SOC,NEW YORK,NY,10010-2023,Z,Z99,0.150409,36061.0,10010.0,10010.0,5602.0,5600.0,36061.0,4.0,,8902.0,199512,199512,NY,10010.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,22 W 26TH ST,3.0,0.0,1000.0,% ANN BURACK-WEISS,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6448,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133476571,1995,1994,1,1,122,775,0,0,0,0,0,0,0,0,775,1184,-409,0,0,0,0,642,0,0,0,0,0,642,0,0,ETHNOLOGY CINEMA PROJECT,NEW YORK,NY,10014-5207,Z,Z99,0.621424,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,8904.0,199509,199509,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,30 BANK ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
6465,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133483365,1993,1993,0,1,602,0,40,0,0,0,0,0,0,5206,40,5206,-5166,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTONIA MASTROCRISTINO SIRENA CULTURAL FND,NEW YORK,NY,10028-0135,Z,Z99,0.836203,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,,,,199312,199312,NY,10028.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A1220,A,,
6474,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133486646,1995,1995,4,1,123,0,2442,1805,0,0,0,0,0,0,4247,12,4235,0,4235,85,0,133026,0,133002,0,133002,0,142966,4654,7040,RONALD WILFORD FND CONDUCTORS,NEW YORK,NY,10019-2201,A,A60,0.50083,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198906.0,199512,199512,NY,10019.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,165 W 57TH ST,3.0,0.0,1000.0,US TRUST CO OF NY,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A60,A,,
6475,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133487704,1994,1994,0,0,602,0,0,0,0,0,0,0,0,0,0,2167,-2167,2167,0,0,0,0,0,0,0,0,34351,0,0,0,MUSIC PROJECT,NEW YORK,NY,10021-1202,Z,Z99,0.24109699999999998,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,8907.0,199412,199412,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,226 E 79TH ST,3.0,0.0,1000.0,% ILANA VERED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6506,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133498740,1993,1993,0,0,90,0,0,0,0,0,0,0,0,4280,0,6047,-6047,6047,0,0,0,0,0,0,0,0,0,0,0,149,SARAH GAMBLE DANCE GROUP,NEW YORK,NY,10011-6804,Z,Z99,0.341887,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,,,,199312,199312,NY,10011.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A62,A,,
6573,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,133525999,1995,1995,5,6,200,0,7,43924,0,-59008,0,0,0,122000,-15077,126108,-141185,122550,43851,877,0,804318,0,152792,327019,479811,0,859623,0,28831,RALPH C MARCOVE INTL UNDRSTDG THROUGH ARTS & CRAFTS FNDTN,NEW YORK,NY,10021-4871,Z,Z99,0.307987,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198304.0,199512,199512,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,517 E 71ST ST,3.0,0.0,1000.0,MARCOVE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6585,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133527874,1995,1994,1,4,432,125450,5,0,0,0,0,0,23302,14438,125455,125150,305,125150,5,0,5,1803,0,0,0,0,11023,1803,0,90,FND ETHNIC UNDERSTANDING,NEW YORK,NY,10017-2415,Z,Z99,0.34785,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199010.0,199505,199505,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,17 E 45TH ST,3.0,0.0,1000.0,% C MARTIN GOLDENBERG,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
6627,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133536258,1995,1994,1,4,120,101102,0,0,0,0,0,21051,0,1000,122153,119991,2162,119649,0,0,0,7804,0,0,0,0,0,7804,0,385,DANCE INK,NEW YORK,NY,10023-1487,Z,Z99,0.606316,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199005.0,199507,199507,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,PO BOX 20719 COLUMBUS CIR STA,3.0,0.0,1000.0,% PATRICIA TARR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1261,A,,
6641,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133540880,1994,1993,6,4,602,264255,3153,0,8287,0,0,48020,0,0,323715,195803,127912,72847,11440,114,0,1398928,0,12250,0,12250,3445,1398928,0,5007,MUS AMER FINANCIAL HISTORY,NEW YORK,NY,10004-1703,Z,Z99,0.099788,36061.0,10004.0,10004.0,5602.0,5600.0,36061.0,3.0,,199201.0,199408,199408,NY,10004.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,26 BROADWAY,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
6643,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133541596,1995,1995,6,6,561,0,0,163078,283666,0,0,-10133,0,119150,436611,149832,286779,119150,441715,8834,0,2388950,0,2004010,0,2004010,0,2295877,0,115403,TIERNEY FAMILY FND,NEW YORK,NY,10128-0123,Z,Z99,0.407616,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,198912.0,199512,199512,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1133 FIFTH AVE,3.0,0.0,1000.0,% PAUL E TIERNEY JR,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6680,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133553683,1995,1995,1,1,90,148,0,0,0,0,0,0,0,0,148,30,118,0,0,0,0,94,0,0,0,0,0,94,0,0,OPERA DE PARIS FND,NEW YORK,NY,10022-4611,A,A99,0.11694700000000001,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199004.0,199512,199512,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,153 E 53RD ST,3.0,0.0,1000.0,% WILLKIE FARR & GALLAGHER,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A6A,A,,
6687,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133556699,1995,1995,1,1,60,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,CHAIM GROSS MUS,NEW YORK,NY,10012-1401,A,A50,0.551458,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199008.0,199512,199512,NY,10012.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,526 LA GUARDIA PL,3.0,0.0,1000.0,% ADFEL LEVY ZLOTNICK & CO,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A50,A,,
6699,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133557369,1996,1995,1,2,92,22500,0,0,0,0,0,0,0,0,22500,18497,4003,18724,0,0,22550,8711,0,0,0,0,0,4126,0,0,MARY CASSATT FND,NEW YORK,NY,10022-3205,A,A76,0.040188699999999994,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,3.0,,9007.0,199603,199603,NY,10022.0,NEW YORK,PF,O,AR,A,IN,,3,0.0,0.0,502 PARK AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A70,A,,
6706,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133560519,1994,1994,1,1,560,2050,0,0,0,0,0,0,0,0,2050,2050,0,0,0,0,0,500,0,0,0,0,0,500,0,0,SHANTI CULTURAL DYNAMICS,RIVERDALE,NY,10471-1317,Z,Z99,0.8951459999999999,36005.0,10471.0,10471.0,5602.0,5600.0,36005.0,4.0,,199004.0,199412,199412,NY,10471.0,RIVERDALE,PF,O,UN,Z,IN,,12,0.0,0.0,5900 ARLINGTON AVE 16-S,3.0,0.0,1000.0,% RAO-SHANTHA,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
6737,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,133572353,1995,1995,6,5,602,879931,64499,0,0,0,0,1406,146848,11500,945836,918818,27018,926241,64499,645,0,1686231,0,0,0,0,904250,1686231,0,35855,NAT VIDEO RESOURCES,NEW YORK,NY,10012-5802,Z,Z99,0.448089,36061.0,10012.0,10012.0,5602.0,5600.0,36061.0,4.0,,199010.0,199512,199512,NY,10012.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,73 SPRING ST STE 606,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A31,A,,
6740,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133573140,1995,1995,1,1,561,350,7,0,0,0,0,0,0,250,357,1463,-1106,250,6,0,0,1833,0,0,0,0,0,517,0,25,JACK GALEF ARTS FND,NEW YORK,NY,10016-4325,Z,Z99,0.7363569999999999,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199205.0,199512,199512,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,914.0,119.0,185 MADISON AVE STE 1600,3.0,0.0,2000.0,% GOLOMB SINDEL AND DIBLE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6742,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133574289,1994,1993,1,1,90,1550,0,149,0,0,0,0,0,500,1699,502,1197,0,147,1,147,7005,0,0,0,0,492,12867,0,493,MUSIC & DANCE FND,NEW YORK,NY,10016-5010,Z,Z99,0.712626,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199102.0,199406,199406,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,347 FIFTH AVE 1305,3.0,0.0,1000.0,% R BELONSKY,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,
6748,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133576913,1994,1994,1,1,119,8642,0,0,0,0,0,0,0,0,8642,8928,-286,8928,0,0,0,32,0,0,0,0,0,32,0,0,ART KALEIDOSCOPE FND,NEW YORK,NY,10122-1899,Z,Z99,0.405877,36061.0,10122.0,10122.0,5602.0,5600.0,36061.0,3.0,,199205.0,199412,199412,NY,10122.0,NEW YORK,PF,O,UN,Z,IN,,12,91.0,0.0,225 W 34TH ST STE 1800,3.0,0.0,2000.0,% GOTTFRIED,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6781,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133591637,1995,1995,4,2,90,0,16925,0,0,0,0,0,0,0,16925,62616,-45691,56731,12714,254,16415,318089,0,0,0,0,0,318089,0,16303,ROBERT CRAFT MUSIC FND,NEW YORK,NY,10021-8029,Z,Z99,0.906266,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199012.0,199512,199512,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,0.0,667 MADISON AVE 20TH FLR,3.0,0.0,2000.0,% KELLEY DRYE & WARREN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6787,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133593706,1995,1995,4,4,602,0,12095,4625,176,0,0,0,0,55750,16896,57260,-40364,55750,15386,154,15210,301457,99799,0,0,99799,0,302596,0,15838,BARBARA & HOWARD WISE ENDOWMENT ARTS,NEW YORK,NY,10011-7802,Z,Z99,0.9653729999999999,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,4.0,,199202.0,199512,199512,NY,10011.0,NEW YORK,PF,O,UN,Z,IN,,12,561.0,0.0,110 W 13TH ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
6845,3,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,133614414,1995,1995,4,4,92,76372,5540,19329,0,0,0,2648,0,14439,103889,17494,86395,14439,24462,245,27517,425034,0,0,0,0,2304,0,20013,20258,ATHANASIADES CULTURAL FND,ASTORIA,NY,11103-3031,Z,Z99,0.551301,36081.0,11103.0,11103.0,5602.0,5600.0,36081.0,4.0,,199302.0,199512,199512,NY,11103.0,ASTORIA,PF,O,UN,Z,IN,,12,0.0,0.0,30 96 42ND ST,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1220,A,,
6846,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133614971,1995,1994,8,7,123,9790000,0,0,0,0,0,0,0,2000,9790000,9241,9780759,8594,0,0,0,15372459,0,0,0,0,0,15372459,0,389,SOLOW ART & ARCHITECTURE FND,NEW YORK,NY,10019-2600,Z,Z99,0.38254299999999997,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,3.0,,199108.0,199511,199511,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,11,124.0,0.0,9 W 57TH ST,3.0,0.0,2000.0,SHELDON H SOLOW,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
6863,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,133620909,1995,1994,7,6,602,0,21380,294684,6275,0,0,1577625,0,895500,1899965,1252637,647328,1086659,1738320,17383,0,8338423,3616420,3836065,0,7452485,0,9151333,0,391165,AARON COPLAND FND MUSIC,NEW YORK,NY,10048-3998,Z,Z99,0.6035229999999999,36061.0,10048.0,10048.0,5602.0,5600.0,36061.0,4.0,,199108.0,199506,199506,NY,10048.0,NEW YORK,PF,O,UN,Z,IN,,6,119.0,0.0,200 PARK AVE,3.0,0.0,2000.0,% ELLIS J FREEDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6872,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133626727,1995,1995,5,4,123,150030,372,31018,0,0,0,0,10000,116000,181420,143043,38377,143043,31390,0,31390,664668,389684,150030,0,539714,2541,665184,0,35510,JOHN CONLEY FND ETHICS & PHILOSOPHY IN MEDICINE,STATEN ISLAND,NY,10304-1520,Z,Z99,0.73885,36085.0,10304.0,10304.0,5602.0,5600.0,36085.0,3.0,,199112.0,199512,199512,NY,10304.0,STATEN ISLAND,PF,O,UN,Z,IN,,12,162.0,0.0,41 WILSON VIEW PLACE,3.0,0.0,1000.0,% HARRY T FORLENZA TREASURER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
6889,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133632295,1995,1995,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFRICAN CENTERED EDUCATIONAL PROJECT,NEW YORK,NY,10031-2819,I,I83,0.41991000000000006,36061.0,10031.0,10031.0,5602.0,5600.0,36061.0,4.0,,199007.0,199512,199512,NY,10031.0,NEW YORK,PF,O,HS,I,IN,,12,0.0,0.0,400 W 149TH ST STE 1,3.0,0.0,1000.0,% LAMPTEY ACCOUNTING ASSOC,1.0,13.0,1.0,0.0,1.0,,I,HU,HU,HU,3.0,,,,,,,A23,A,,
6949,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133641609,1995,1995,3,1,321,0,635,0,0,0,0,0,0,1500,635,1651,-1016,1651,636,13,485,82539,0,0,0,0,0,383564,0,1363,ALEXANDER JEROME WILLOWS GREENBURGER MEM FIELDS,NEW YORK,NY,10003-4301,Z,Z99,0.607187,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199302.0,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,349.0,0.0,55 FIFTH AVE,3.0,0.0,1000.0,% TIME EQUITIES INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
6967,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133649656,1994,1993,1,1,119,3000,0,0,0,0,0,0,0,2460,3000,2900,100,2900,0,0,0,259,0,0,0,0,0,259,2900,0,IRVING CAESAR MUSIC CHILDREN FND,NEW YORK,NY,10022-6437,Z,Z99,0.9769200000000001,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199308.0,199408,199408,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,8,561.0,149.0,429 E 52ND ST APT 31G,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
6989,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133666164,1995,1995,0,3,40,84326,0,0,0,0,0,0,0,0,84326,84326,0,84326,0,0,0,0,0,0,0,0,0,0,0,346,VOLPI FND PERFORMING ARTS,NEW YORK,NY,10027-5011,Z,Z99,0.06837069999999999,36061.0,10027.0,10027.0,5602.0,5600.0,36061.0,3.0,,199208.0,199512,199512,NY,10027.0,NEW YORK,PF,O,UN,Z,IN,,12,149.0,0.0,919 3RD AVE,3.0,0.0,1000.0,% J DAVID JACOBS,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,
7008,3,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,133674360,1995,1995,6,6,90,637738,20497,71660,1979735,0,0,0,7952,0,2716670,1011112,1705558,452615,2075651,41513,0,3039137,0,1265761,0,1265761,0,5489399,0,140186,CIVITELLA RANIERI FND,NEW YORK,NY,10016-0301,Z,Z99,0.572608,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199302.0,199512,199512,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,62.0,93.0,10 E 40TH ST 3807,3.0,0.0,1000.0,% GERALD E RUPP TTEE,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
7013,3,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,133676158,1995,1994,3,1,88,0,340,0,0,0,0,0,0,0,340,10136,-9796,6486,340,7,340,34911,0,0,0,0,159299,22451,6486,0,BASINGSTOKE PRODUCTIONS,NEW YORK,NY,10036-4305,Z,Z99,0.38979600000000003,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199212.0,199506,199506,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,6,90.0,0.0,543 WEST 43RD STREET 8015,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
